time,ax,ay,az,gx,gy,gz,mx,my,mz,depth,current,voltage,temperature
2022-12-13 19:01:41.961952,0.01,-0.0,1.02,-0.52,0.01,2.24,-0.59,0.94,-0.57,,,,
2022-12-13 19:01:42.005169,,,,,,,,,,-0.07,,,
2022-12-13 19:01:42.007016,,,,,,,,,,,,,28.99
2022-12-13 19:01:42.514971,0.01,-0.0,1.02,-1.01,-0.79,1.78,-0.59,0.94,-0.57,,,,
2022-12-13 19:01:42.558225,,,,,,,,,,-0.07,,,
2022-12-13 19:01:42.560437,,,,,,,,,,,,,28.99
2022-12-13 19:01:42.864839,,,,,,,,,,,1.25,,
2022-12-13 19:01:42.865360,,,,,,,,,,,,12.24,
2022-12-13 19:01:43.067664,0.01,-0.0,1.02,-1.35,0.29,1.55,-0.59,0.94,-0.57,,,,
2022-12-13 19:01:43.110881,,,,,,,,,,-0.07,,,
2022-12-13 19:01:43.112606,,,,,,,,,,,,,28.99
2022-12-13 19:01:43.620487,0.01,-0.0,1.02,0.28,-0.5,1.45,-0.59,0.94,-0.58,,,,
2022-12-13 19:01:43.663632,,,,,,,,,,-0.06,,,
2022-12-13 19:01:43.665465,,,,,,,,,,,,,28.99
2022-12-13 19:01:44.173431,0.01,-0.0,1.02,-1.08,-0.09,2.41,-0.59,0.94,-0.57,,,,
2022-12-13 19:01:44.216607,,,,,,,,,,-0.07,,,
2022-12-13 19:01:44.218352,,,,,,,,,,,,,28.99
2022-12-13 19:01:44.389790,,,,,,,,,,,1.13,,
2022-12-13 19:01:44.390347,,,,,,,,,,,,12.25,
2022-12-13 19:01:44.727166,0.01,-0.0,1.02,-0.51,-0.3,2.09,-0.59,0.94,-0.58,,,,
2022-12-13 19:01:44.770048,,,,,,,,,,-0.07,,,
2022-12-13 19:01:44.771339,,,,,,,,,,,,,28.99
2022-12-13 19:01:45.279040,0.01,-0.0,1.02,-0.96,-1.29,2.01,-0.59,0.94,-0.57,,,,
2022-12-13 19:01:45.322395,,,,,,,,,,-0.06,,,
2022-12-13 19:01:45.324209,,,,,,,,,,,,,28.99
2022-12-13 19:01:45.831633,0.01,-0.0,1.02,-0.46,-0.02,1.57,-0.59,0.94,-0.58,,,,
2022-12-13 19:01:45.875406,,,,,,,,,,-0.06,,,
2022-12-13 19:01:45.876750,,,,,,,,,,,,,29.0
2022-12-13 19:01:45.914138,,,,,,,,,,,1.25,,
2022-12-13 19:01:45.914530,,,,,,,,,,,,12.24,
2022-12-13 19:01:46.384862,0.01,-0.0,1.02,-0.95,-0.74,1.35,-0.59,0.94,-0.57,,,,
2022-12-13 19:01:46.427967,,,,,,,,,,-0.07,,,
2022-12-13 19:01:46.429789,,,,,,,,,,,,,29.0
2022-12-13 19:01:46.937834,0.01,-0.0,1.02,-1.07,0.39,1.6,-0.59,0.93,-0.57,,,,
2022-12-13 19:01:46.981435,,,,,,,,,,-0.07,,,
2022-12-13 19:01:46.982669,,,,,,,,,,,,,29.0
2022-12-13 19:01:47.439416,,,,,,,,,,,1.0,,
2022-12-13 19:01:47.439848,,,,,,,,,,,,12.24,
2022-12-13 19:01:47.490601,0.01,-0.0,1.02,-0.38,-0.81,1.36,-0.59,0.93,-0.57,,,,
2022-12-13 19:01:47.533856,,,,,,,,,,-0.07,,,
2022-12-13 19:01:47.535711,,,,,,,,,,,,,29.0
2022-12-13 19:01:48.043295,0.01,-0.0,1.02,-0.45,-0.38,4.45,-0.58,0.93,-0.58,,,,
2022-12-13 19:01:48.086798,,,,,,,,,,-0.06,,,
2022-12-13 19:01:48.088223,,,,,,,,,,,,,29.0
2022-12-13 19:01:48.597727,0.01,-0.01,1.02,-0.6,-0.33,2.35,-0.59,0.94,-0.57,,,,
2022-12-13 19:01:48.639596,,,,,,,,,,-0.06,,,
2022-12-13 19:01:48.641440,,,,,,,,,,,,,29.0
2022-12-13 19:01:48.963112,,,,,,,,,,,1.13,,
2022-12-13 19:01:48.963562,,,,,,,,,,,,12.24,
2022-12-13 19:01:49.148834,0.01,-0.0,1.02,-0.95,-0.34,2.05,-0.59,0.94,-0.58,,,,
2022-12-13 19:01:49.192615,,,,,,,,,,-0.06,,,
2022-12-13 19:01:49.194331,,,,,,,,,,,,,29.0
2022-12-13 19:01:49.701743,0.01,-0.0,1.02,-0.42,-0.32,1.85,-0.59,0.93,-0.58,,,,
2022-12-13 19:01:49.744744,,,,,,,,,,-0.06,,,
2022-12-13 19:01:49.746823,,,,,,,,,,,,,29.0
2022-12-13 19:01:50.254787,0.01,-0.0,1.02,-1.38,-0.4,1.5,-0.59,0.94,-0.58,,,,
2022-12-13 19:01:50.298087,,,,,,,,,,-0.06,,,
2022-12-13 19:01:50.299444,,,,,,,,,,,,,29.01
2022-12-13 19:01:50.488476,,,,,,,,,,,1.0,,
2022-12-13 19:01:50.488978,,,,,,,,,,,,12.24,
2022-12-13 19:01:50.807536,0.01,-0.0,1.02,0.04,-0.28,1.66,-0.59,0.94,-0.57,,,,
2022-12-13 19:01:50.850409,,,,,,,,,,-0.06,,,
2022-12-13 19:01:50.852574,,,,,,,,,,,,,29.01
2022-12-13 19:01:51.359565,0.01,-0.01,1.02,-1.36,-0.31,1.26,-0.59,0.94,-0.57,,,,
2022-12-13 19:01:51.402992,,,,,,,,,,-0.06,,,
2022-12-13 19:01:51.404696,,,,,,,,,,,,,29.01
2022-12-13 19:01:51.913929,0.01,-0.0,1.02,-0.23,-0.35,2.09,-0.58,0.94,-0.57,,,,
2022-12-13 19:01:51.957136,,,,,,,,,,-0.06,,,
2022-12-13 19:01:51.958239,,,,,,,,,,,,,29.01
2022-12-13 19:01:52.013300,,,,,,,,,,,1.38,,
2022-12-13 19:01:52.014088,,,,,,,,,,,,12.25,
2022-12-13 19:01:52.466222,0.01,-0.0,1.02,-0.38,-0.37,2.39,-0.59,0.94,-0.57,,,,
2022-12-13 19:01:52.509543,,,,,,,,,,-0.06,,,
2022-12-13 19:01:52.510705,,,,,,,,,,,,,29.01
2022-12-13 19:01:53.019137,0.01,-0.01,1.02,-0.74,-0.89,1.69,-0.59,0.93,-0.57,,,,
2022-12-13 19:01:53.061883,,,,,,,,,,-0.07,,,
2022-12-13 19:01:53.063393,,,,,,,,,,,,,29.01
2022-12-13 19:01:53.537889,,,,,,,,,,,1.38,,
2022-12-13 19:01:53.538428,,,,,,,,,,,,12.24,
2022-12-13 19:01:53.571687,0.01,-0.0,1.02,-1.15,-0.2,1.41,-0.59,0.94,-0.57,,,,
2022-12-13 19:01:53.614791,,,,,,,,,,-0.07,,,
2022-12-13 19:01:53.616651,,,,,,,,,,,,,29.01
2022-12-13 19:01:54.124942,0.01,-0.0,1.02,-0.69,-0.76,1.62,-0.59,0.94,-0.57,,,,
2022-12-13 19:01:54.167557,,,,,,,,,,-0.06,,,
2022-12-13 19:01:54.169454,,,,,,,,,,,,,29.01
2022-12-13 19:01:54.677621,0.01,-0.0,1.02,-0.63,-0.91,2.5,-0.59,0.94,-0.58,,,,
2022-12-13 19:01:54.720074,,,,,,,,,,-0.06,,,
2022-12-13 19:01:54.722652,,,,,,,,,,,,,29.01
2022-12-13 19:01:55.061915,,,,,,,,,,,1.38,,
2022-12-13 19:01:55.062374,,,,,,,,,,,,12.24,
2022-12-13 19:01:55.230317,0.01,-0.0,1.02,-0.79,0.56,4.43,-0.59,0.93,-0.58,,,,
2022-12-13 19:01:55.272719,,,,,,,,,,-0.07,,,
2022-12-13 19:01:55.274308,,,,,,,,,,,,,29.01
2022-12-13 19:01:55.782654,0.01,-0.0,1.02,-0.7,-0.6,2.35,-0.59,0.94,-0.58,,,,
2022-12-13 19:01:55.825723,,,,,,,,,,-0.06,,,
2022-12-13 19:01:55.827488,,,,,,,,,,,,,29.02
2022-12-13 19:01:56.335655,0.01,-0.0,1.02,-0.83,0.74,2.31,-0.59,0.94,-0.57,,,,
2022-12-13 19:01:56.378639,,,,,,,,,,-0.07,,,
2022-12-13 19:01:56.380347,,,,,,,,,,,,,29.02
2022-12-13 19:01:56.586211,,,,,,,,,,,1.25,,
2022-12-13 19:01:56.586837,,,,,,,,,,,,12.24,
2022-12-13 19:01:56.888728,0.01,-0.01,1.02,0.04,-1.57,2.2,-0.59,0.94,-0.58,,,,
2022-12-13 19:01:56.931720,,,,,,,,,,-0.06,,,
2022-12-13 19:01:56.933126,,,,,,,,,,,,,29.02
2022-12-13 19:01:57.441310,0.02,-0.0,1.02,-0.94,0.46,2.65,-0.58,0.94,-0.57,,,,
2022-12-13 19:01:57.484273,,,,,,,,,,-0.07,,,
2022-12-13 19:01:57.485895,,,,,,,,,,,,,29.02
2022-12-13 19:01:57.993708,0.01,-0.0,1.02,-1.17,-1.55,0.11,-0.59,0.93,-0.58,,,,
2022-12-13 19:01:58.036570,,,,,,,,,,-0.06,,,
2022-12-13 19:01:58.038344,,,,,,,,,,,,,29.02
2022-12-13 19:01:58.110923,,,,,,,,,,,1.38,,
2022-12-13 19:01:58.111626,,,,,,,,,,,,12.24,
2022-12-13 19:01:58.547231,0.01,0.0,1.02,-0.16,-0.1,1.91,-0.58,0.94,-0.58,,,,
2022-12-13 19:01:58.590212,,,,,,,,,,-0.06,,,
2022-12-13 19:01:58.591602,,,,,,,,,,,,,29.02
2022-12-13 19:01:59.100163,0.01,-0.0,1.02,-0.83,-0.93,1.69,-0.58,0.93,-0.58,,,,
2022-12-13 19:01:59.142547,,,,,,,,,,-0.06,,,
2022-12-13 19:01:59.144221,,,,,,,,,,,,,29.02
2022-12-13 19:01:59.635184,,,,,,,,,,,1.5,,
2022-12-13 19:01:59.635555,,,,,,,,,,,,12.24,
2022-12-13 19:01:59.652014,0.01,-0.0,1.02,-0.59,0.06,1.45,-0.59,0.94,-0.58,,,,
2022-12-13 19:01:59.695391,,,,,,,,,,-0.06,,,
2022-12-13 19:01:59.697099,,,,,,,,,,,,,29.02
2022-12-13 19:02:00.205157,0.01,-0.0,1.02,-0.8,0.24,1.32,-0.59,0.94,-0.57,,,,
2022-12-13 19:02:00.248315,,,,,,,,,,-0.07,,,
2022-12-13 19:02:00.249817,,,,,,,,,,,,,29.02
2022-12-13 19:02:00.757890,0.02,-0.0,1.01,-0.29,-1.01,2.48,-0.59,0.94,-0.58,,,,
2022-12-13 19:02:00.800916,,,,,,,,,,-0.06,,,
2022-12-13 19:02:00.802691,,,,,,,,,,,,,29.02
2022-12-13 19:02:01.160372,,,,,,,,,,,1.63,,
2022-12-13 19:02:01.160887,,,,,,,,,,,,12.24,
2022-12-13 19:02:01.310340,0.01,-0.01,1.02,-0.83,0.14,1.92,-0.59,0.94,-0.58,,,,
2022-12-13 19:02:01.353727,,,,,,,,,,-0.07,,,
2022-12-13 19:02:01.355545,,,,,,,,,,,,,29.02
2022-12-13 19:02:01.863652,0.01,-0.0,1.02,-1.26,-1.07,2.11,-0.59,0.94,-0.57,,,,
2022-12-13 19:02:01.906837,,,,,,,,,,-0.06,,,
2022-12-13 19:02:01.908286,,,,,,,,,,,,,29.03
2022-12-13 19:02:02.416581,0.01,-0.0,1.02,-0.74,0.09,1.66,-0.59,0.94,-0.58,,,,
2022-12-13 19:02:02.459274,,,,,,,,,,-0.07,,,
2022-12-13 19:02:02.460992,,,,,,,,,,,,,29.03
2022-12-13 19:02:02.684098,,,,,,,,,,,1.38,,
2022-12-13 19:02:02.684557,,,,,,,,,,,,12.25,
2022-12-13 19:02:02.969117,0.01,-0.0,1.02,-0.72,-0.98,1.75,-0.59,0.94,-0.58,,,,
2022-12-13 19:02:03.011958,,,,,,,,,,-0.06,,,
2022-12-13 19:02:03.013762,,,,,,,,,,,,,29.03
2022-12-13 19:02:03.521863,0.01,-0.0,1.02,-0.46,0.77,1.64,-0.59,0.94,-0.58,,,,
2022-12-13 19:02:03.564995,,,,,,,,,,-0.07,,,
2022-12-13 19:02:03.566585,,,,,,,,,,,,,29.03
2022-12-13 19:02:04.074537,0.01,-0.0,1.02,-0.7,-0.88,2.51,-0.59,0.93,-0.58,,,,
2022-12-13 19:02:04.117630,,,,,,,,,,-0.06,,,
2022-12-13 19:02:04.119477,,,,,,,,,,,,,29.03
2022-12-13 19:02:04.209011,,,,,,,,,,,1.13,,
2022-12-13 19:02:04.209755,,,,,,,,,,,,12.24,
2022-12-13 19:02:04.627323,0.01,-0.0,1.02,-0.89,0.08,1.91,-0.59,0.94,-0.57,,,,
2022-12-13 19:02:04.670667,,,,,,,,,,-0.07,,,
2022-12-13 19:02:04.672157,,,,,,,,,,,,,29.03
2022-12-13 19:02:05.180631,0.01,-0.0,1.02,-0.46,-0.75,2.03,-0.59,0.94,-0.58,,,,
2022-12-13 19:02:05.223728,,,,,,,,,,-0.06,,,
2022-12-13 19:02:05.225352,,,,,,,,,,,,,29.03
2022-12-13 19:02:05.733062,0.01,-0.0,1.02,-0.58,-0.24,1.97,-0.59,0.94,-0.58,,,,
2022-12-13 19:02:05.733841,,,,,,,,,,,1.13,,
2022-12-13 19:02:05.734541,,,,,,,,,,,,12.23,
2022-12-13 19:02:05.776226,,,,,,,,,,-0.07,,,
2022-12-13 19:02:05.777896,,,,,,,,,,,,,29.03
2022-12-13 19:02:06.285760,0.01,-0.0,1.02,-1.37,-0.85,1.81,-0.59,0.94,-0.59,,,,
2022-12-13 19:02:06.329240,,,,,,,,,,-0.06,,,
2022-12-13 19:02:06.330626,,,,,,,,,,,,,29.03
2022-12-13 19:02:06.838943,0.01,-0.0,1.02,-0.26,-0.1,1.61,-0.6,0.94,-0.59,,,,
2022-12-13 19:02:06.881929,,,,,,,,,,-0.06,,,
2022-12-13 19:02:06.883597,,,,,,,,,,,,,29.03
2022-12-13 19:02:07.258513,,,,,,,,,,,1.38,,
2022-12-13 19:02:07.259222,,,,,,,,,,,,12.25,
2022-12-13 19:02:07.391247,0.01,-0.0,1.02,-0.95,-0.15,1.01,-0.59,0.94,-0.58,,,,
2022-12-13 19:02:07.434163,,,,,,,,,,-0.06,,,
2022-12-13 19:02:07.435852,,,,,,,,,,,,,29.04
2022-12-13 19:02:07.944033,0.01,0.0,1.02,-0.31,-0.21,1.81,-0.59,0.94,-0.58,,,,
2022-12-13 19:02:07.987924,,,,,,,,,,-0.07,,,
2022-12-13 19:02:07.988903,,,,,,,,,,,,,29.04
2022-12-13 19:02:08.497335,0.01,-0.0,1.02,-1.06,-0.14,2.08,-0.59,0.94,-0.58,,,,
2022-12-13 19:02:08.540794,,,,,,,,,,-0.06,,,
2022-12-13 19:02:08.542325,,,,,,,,,,,,,29.04
2022-12-13 19:02:08.783625,,,,,,,,,,,1.25,,
2022-12-13 19:02:08.784435,,,,,,,,,,,,12.24,
2022-12-13 19:02:09.050262,0.01,-0.0,1.02,-0.78,-0.37,2.02,-0.59,0.94,-0.58,,,,
2022-12-13 19:02:09.094184,,,,,,,,,,-0.07,,,
2022-12-13 19:02:09.094853,,,,,,,,,,,,,29.04
2022-12-13 19:02:09.602894,0.01,-0.0,1.02,-0.76,-0.36,1.86,-0.59,0.94,-0.58,,,,
2022-12-13 19:02:09.645641,,,,,,,,,,-0.06,,,
2022-12-13 19:02:09.647662,,,,,,,,,,,,,29.04
2022-12-13 19:02:10.156422,0.01,-0.0,1.02,-0.77,-0.23,2.33,-0.59,0.94,-0.58,,,,
2022-12-13 19:02:10.199258,,,,,,,,,,-0.06,,,
2022-12-13 19:02:10.200509,,,,,,,,,,,,,29.04
2022-12-13 19:02:10.307345,,,,,,,,,,,1.38,,
2022-12-13 19:02:10.307909,,,,,,,,,,,,12.25,
2022-12-13 19:02:10.708969,0.01,-0.0,1.02,-0.97,-0.45,1.86,-0.59,0.94,-0.58,,,,
2022-12-13 19:02:10.751126,,,,,,,,,,-0.07,,,
2022-12-13 19:02:10.753138,,,,,,,,,,,,,29.04
2022-12-13 19:02:11.261807,0.01,0.0,1.02,-0.44,-0.1,1.94,-0.59,0.93,-0.58,,,,
2022-12-13 19:02:11.304529,,,,,,,,,,-0.06,,,
2022-12-13 19:02:11.306288,,,,,,,,,,,,,29.04
2022-12-13 19:02:11.814290,0.02,0.01,1.01,-0.68,-0.52,2.9,-0.59,0.94,-0.58,,,,
2022-12-13 19:02:11.831856,,,,,,,,,,,1.38,,
2022-12-13 19:02:11.832351,,,,,,,,,,,,12.23,
2022-12-13 19:02:11.857690,,,,,,,,,,-0.06,,,
2022-12-13 19:02:11.858949,,,,,,,,,,,,,29.04
2022-12-13 19:02:12.366914,0.02,-0.01,1.02,-0.84,-0.35,2.19,-0.59,0.94,-0.59,,,,
2022-12-13 19:02:12.410702,,,,,,,,,,-0.06,,,
2022-12-13 19:02:12.411730,,,,,,,,,,,,,29.04
2022-12-13 19:02:12.919349,0.01,0.01,1.02,-0.89,-0.32,2.15,-0.59,0.94,-0.58,,,,
2022-12-13 19:02:12.962413,,,,,,,,,,-0.06,,,
2022-12-13 19:02:12.964094,,,,,,,,,,,,,29.04
2022-12-13 19:02:13.356744,,,,,,,,,,,1.38,,
2022-12-13 19:02:13.357234,,,,,,,,,,,,12.23,
2022-12-13 19:02:13.473011,0.01,-0.0,1.02,-0.92,-0.8,1.84,-0.59,0.94,-0.58,,,,
2022-12-13 19:02:13.516236,,,,,,,,,,-0.06,,,
2022-12-13 19:02:13.517401,,,,,,,,,,,,,29.04
2022-12-13 19:02:14.025545,0.01,-0.0,1.02,-0.32,-0.72,1.46,-0.59,0.94,-0.58,,,,
2022-12-13 19:02:14.068049,,,,,,,,,,-0.06,,,
2022-12-13 19:02:14.070172,,,,,,,,,,,,,29.04
2022-12-13 19:02:14.578684,0.01,-0.0,1.02,-1.15,0.35,1.92,-0.59,0.94,-0.58,,,,
2022-12-13 19:02:14.621635,,,,,,,,,,-0.06,,,
2022-12-13 19:02:14.623018,,,,,,,,,,,,,29.05
2022-12-13 19:02:14.881413,,,,,,,,,,,1.0,,
2022-12-13 19:02:14.881985,,,,,,,,,,,,12.26,
2022-12-13 19:02:15.130921,0.01,-0.0,1.02,-0.25,-0.49,1.81,-0.59,0.94,-0.58,,,,
2022-12-13 19:02:15.174542,,,,,,,,,,-0.07,,,
2022-12-13 19:02:15.175822,,,,,,,,,,,,,29.05
2022-12-13 19:02:15.683732,0.01,-0.0,1.02,-0.94,-0.31,1.91,-0.59,0.94,-0.59,,,,
2022-12-13 19:02:15.726801,,,,,,,,,,-0.06,,,
2022-12-13 19:02:15.728392,,,,,,,,,,,,,29.05
2022-12-13 19:02:16.237424,0.01,-0.01,1.02,-0.65,-0.91,1.72,-0.59,0.93,-0.58,,,,
2022-12-13 19:02:16.279994,,,,,,,,,,-0.06,,,
2022-12-13 19:02:16.281398,,,,,,,,,,,,,29.05
2022-12-13 19:02:16.405675,,,,,,,,,,,1.13,,
2022-12-13 19:02:16.406240,,,,,,,,,,,,12.24,
2022-12-13 19:02:16.789917,0.01,-0.01,1.02,-0.42,-0.71,2.62,-0.58,0.94,-0.57,,,,
2022-12-13 19:02:16.833057,,,,,,,,,,-0.07,,,
2022-12-13 19:02:16.834222,,,,,,,,,,,,,29.05
2022-12-13 19:02:17.342510,0.01,-0.0,1.02,-0.91,-0.66,2.45,-0.59,0.94,-0.58,,,,
2022-12-13 19:02:17.385780,,,,,,,,,,-0.07,,,
2022-12-13 19:02:17.387033,,,,,,,,,,,,,29.05
2022-12-13 19:02:17.895338,0.01,-0.0,1.02,-0.66,-0.52,2.38,-0.59,0.94,-0.58,,,,
2022-12-13 19:02:17.929786,,,,,,,,,,,1.13,,
2022-12-13 19:02:17.930409,,,,,,,,,,,,12.24,
2022-12-13 19:02:17.937948,,,,,,,,,,-0.06,,,
2022-12-13 19:02:17.939622,,,,,,,,,,,,,29.05
2022-12-13 19:02:18.447694,0.01,-0.0,1.02,-0.52,-0.1,1.89,-0.59,0.94,-0.58,,,,
2022-12-13 19:02:18.490804,,,,,,,,,,-0.07,,,
2022-12-13 19:02:18.492651,,,,,,,,,,,,,29.05
2022-12-13 19:02:19.000300,0.01,-0.0,1.02,-1.04,-0.71,2.0,-0.59,0.94,-0.58,,,,
2022-12-13 19:02:19.043381,,,,,,,,,,-0.06,,,
2022-12-13 19:02:19.045256,,,,,,,,,,,,,29.05
2022-12-13 19:02:19.454467,,,,,,,,,,,1.38,,
2022-12-13 19:02:19.454897,,,,,,,,,,,,12.23,
2022-12-13 19:02:19.553426,0.01,-0.0,1.02,-0.25,0.61,1.58,-0.59,0.95,-0.58,,,,
2022-12-13 19:02:19.596543,,,,,,,,,,-0.06,,,
2022-12-13 19:02:19.598167,,,,,,,,,,,,,29.05
2022-12-13 19:02:20.106177,0.01,-0.0,1.02,-0.55,-0.91,1.64,-0.58,0.94,-0.58,,,,
2022-12-13 19:02:20.149630,,,,,,,,,,-0.06,,,
2022-12-13 19:02:20.150991,,,,,,,,,,,,,29.05
2022-12-13 19:02:20.659596,0.01,-0.01,1.02,-0.85,0.28,1.64,-0.59,0.94,-0.58,,,,
2022-12-13 19:02:20.701908,,,,,,,,,,-0.06,,,
2022-12-13 19:02:20.703735,,,,,,,,,,,,,29.05
2022-12-13 19:02:20.979183,,,,,,,,,,,1.38,,
2022-12-13 19:02:20.979722,,,,,,,,,,,,12.24,
2022-12-13 19:02:21.211738,0.02,-0.01,1.02,-0.85,-1.18,1.57,-0.59,0.94,-0.58,,,,
2022-12-13 19:02:21.255106,,,,,,,,,,-0.06,,,
2022-12-13 19:02:21.256622,,,,,,,,,,,,,29.05
2022-12-13 19:02:21.765072,0.01,-0.0,1.02,-1.25,-0.29,1.38,-0.58,0.94,-0.58,,,,
2022-12-13 19:02:21.807953,,,,,,,,,,-0.07,,,
2022-12-13 19:02:21.809464,,,,,,,,,,,,,29.05
2022-12-13 19:02:22.318202,0.01,-0.0,1.02,-0.82,-0.85,1.5,-0.59,0.94,-0.58,,,,
2022-12-13 19:02:22.361416,,,,,,,,,,-0.06,,,
2022-12-13 19:02:22.362201,,,,,,,,,,,,,29.06
2022-12-13 19:02:22.504445,,,,,,,,,,,1.13,,
2022-12-13 19:02:22.505135,,,,,,,,,,,,12.26,
2022-12-13 19:02:22.870772,0.01,-0.0,1.02,-0.73,-0.46,1.75,-0.59,0.94,-0.58,,,,
2022-12-13 19:02:22.913862,,,,,,,,,,-0.06,,,
2022-12-13 19:02:22.915296,,,,,,,,,,,,,29.06
2022-12-13 19:02:23.423614,0.0,-0.0,1.02,-0.58,-0.18,1.7,-0.59,0.94,-0.58,,,,
2022-12-13 19:02:23.466170,,,,,,,,,,-0.07,,,
2022-12-13 19:02:23.467883,,,,,,,,,,,,,29.06
2022-12-13 19:02:23.976324,0.01,-0.0,1.02,-1.17,-0.52,1.81,-0.59,0.94,-0.58,,,,
2022-12-13 19:02:24.019148,,,,,,,,,,-0.07,,,
2022-12-13 19:02:24.021047,,,,,,,,,,,,,29.06
2022-12-13 19:02:24.028437,,,,,,,,,,,1.63,,
2022-12-13 19:02:24.029003,,,,,,,,,,,,12.23,
2022-12-13 19:02:24.529171,0.01,-0.0,1.02,-0.51,-0.25,2.81,-0.59,0.94,-0.58,,,,
2022-12-13 19:02:24.572187,,,,,,,,,,-0.07,,,
2022-12-13 19:02:24.573566,,,,,,,,,,,,,29.06
2022-12-13 19:02:25.081811,0.01,-0.01,1.02,-0.75,-0.67,2.77,-0.59,0.93,-0.58,,,,
2022-12-13 19:02:25.125018,,,,,,,,,,-0.06,,,
2022-12-13 19:02:25.126527,,,,,,,,,,,,,29.06
2022-12-13 19:02:25.552973,,,,,,,,,,,1.63,,
2022-12-13 19:02:25.553574,,,,,,,,,,,,12.24,
2022-12-13 19:02:25.634251,0.0,-0.0,1.02,-1.03,-0.26,2.54,-0.59,0.93,-0.58,,,,
2022-12-13 19:02:25.677810,,,,,,,,,,-0.07,,,
2022-12-13 19:02:25.696357,,,,,,,,,,,,,29.06
2022-12-13 19:02:26.187261,0.01,-0.0,1.02,-0.74,-0.37,2.14,-0.59,0.93,-0.58,,,,
2022-12-13 19:02:26.230143,,,,,,,,,,-0.06,,,
2022-12-13 19:02:26.231984,,,,,,,,,,,,,29.06
2022-12-13 19:02:26.740109,0.01,-0.0,1.02,-0.88,-0.44,2.11,-0.58,0.94,-0.58,,,,
2022-12-13 19:02:26.783322,,,,,,,,,,-0.06,,,
2022-12-13 19:02:26.785002,,,,,,,,,,,,,29.06
2022-12-13 19:02:27.077603,,,,,,,,,,,2.75,,
2022-12-13 19:02:27.108106,,,,,,,,,,,,12.25,
2022-12-13 19:02:27.292615,0.01,-0.04,1.03,0.0,0.43,1.58,-0.59,0.94,-0.58,,,,
2022-12-13 19:02:27.335955,,,,,,,,,,-0.05,,,
2022-12-13 19:02:27.344162,,,,,,,,,,,,,29.06
2022-12-13 19:02:27.845532,-0.07,0.02,1.03,0.9,2.45,0.52,-0.59,0.94,-0.58,,,,
2022-12-13 19:02:27.888866,,,,,,,,,,-0.04,,,
2022-12-13 19:02:27.891356,,,,,,,,,,,,,29.06
2022-12-13 19:02:28.398693,0.15,-0.04,1.08,-0.81,6.13,4.26,-0.57,0.95,-0.58,,,,
2022-12-13 19:02:28.441901,,,,,,,,,,-0.02,,,
2022-12-13 19:02:28.482231,,,,,,,,,,,,,29.06
2022-12-13 19:02:28.602113,,,,,,,,,,,2.5,,
2022-12-13 19:02:28.646901,,,,,,,,,,,,12.22,
2022-12-13 19:02:28.951010,0.1,-0.04,1.02,1.87,2.64,1.3,-0.53,0.95,-0.59,,,,
2022-12-13 19:02:28.994311,,,,,,,,,,-0.0,,,
2022-12-13 19:02:29.038434,,,,,,,,,,,,,29.06
2022-12-13 19:02:29.503750,0.14,0.03,0.94,1.24,0.54,-0.75,-0.52,0.96,-0.58,,,,
2022-12-13 19:02:29.547000,,,,,,,,,,0.0,,,
2022-12-13 19:02:29.590595,,,,,,,,,,,,,29.06
2022-12-13 19:02:30.056578,0.18,-0.06,1.0,-0.71,-3.07,2.85,-0.52,0.97,-0.58,,,,
2022-12-13 19:02:30.099897,,,,,,,,,,-0.0,,,
2022-12-13 19:02:30.101728,,,,,,,,,,,,,29.06
2022-12-13 19:02:30.126545,,,,,,,,,,,1.5,,
2022-12-13 19:02:30.170129,,,,,,,,,,,,12.24,
2022-12-13 19:02:30.609833,0.14,-0.04,1.01,-2.84,-5.49,2.0,-0.54,0.96,-0.59,,,,
2022-12-13 19:02:30.653024,,,,,,,,,,-0.01,,,
2022-12-13 19:02:30.694477,,,,,,,,,,,,,29.07
2022-12-13 19:02:31.162390,0.08,-0.06,0.98,-0.67,-4.8,-5.43,-0.56,0.96,-0.58,,,,
2022-12-13 19:02:31.206287,,,,,,,,,,-0.02,,,
2022-12-13 19:02:31.207274,,,,,,,,,,,,,29.07
2022-12-13 19:02:31.651153,,,,,,,,,,,3.13,,
2022-12-13 19:02:31.676698,,,,,,,,,,,,12.24,
2022-12-13 19:02:31.718867,0.04,-0.06,1.02,-1.71,-2.04,-5.75,-0.58,0.96,-0.58,,,,
2022-12-13 19:02:31.758194,,,,,,,,,,-0.03,,,
2022-12-13 19:02:31.793281,,,,,,,,,,,,,29.07
2022-12-13 19:02:32.268059,0.03,-0.05,0.97,-2.37,-1.26,-12.74,-0.6,0.94,-0.58,,,,
2022-12-13 19:02:32.311217,,,,,,,,,,-0.04,,,
2022-12-13 19:02:32.349602,,,,,,,,,,,,,29.07
2022-12-13 19:02:32.821312,0.01,-0.03,1.01,-2.1,0.59,0.73,-0.61,0.92,-0.58,,,,
2022-12-13 19:02:32.864214,,,,,,,,,,-0.05,,,
2022-12-13 19:02:32.878953,,,,,,,,,,,,,29.07
2022-12-13 19:02:33.175556,,,,,,,,,,,1.5,,
2022-12-13 19:02:33.176100,,,,,,,,,,,,12.24,
2022-12-13 19:02:33.374039,0.02,0.03,1.06,-1.9,-0.27,12.39,-0.6,0.94,-0.57,,,,
2022-12-13 19:02:33.418633,,,,,,,,,,-0.06,,,
